Title,url,IMDB Score,Metacritic,Runtime (mins),Budget,Opening Weekend,Gross USA,Gross World,Release Date,Rating,Genres,Country
A Nightmare on Elm Street 5: The Dream Child (1989),http://www.imdb.com/title/tt0097981/,5.2,54,89,"$6,000,000 ",8115176,22168359,22168359,11-Aug-89,R,Fantasy Horror,USA
Freddy's Dead: The Final Nightmare (1991),http://www.imdb.com/title/tt0101917/,4.9,39,89,"$11,000,000 ",12966525,34872033,34872033,13-Sep-91,R,Fantasy Horror,USA
Wes Craven's New Nightmare (1994),http://www.imdb.com/title/tt0111686/,6.4,64,112,"$8,000,000 ",6667118,18090181,19721741,14-Oct-94,R,Fantasy Horror Mystery,USA
A Nightmare on Elm Street (2010),http://www.imdb.com/title/tt1179056/,5.2,35,95,"$35,000,000 ",32902299,63075011,115694863,30-Apr-10,R,Crime Drama Horror,USA
Friday the 13th (1980),http://www.imdb.com/title/tt0080761/,6.5,22,95,"$550,000 ",5816321,39754601,39754601,9-May-80,R,Horror Mystery Thriller,USA
Friday the 13th Part 2 (1981),http://www.imdb.com/title/tt0082418/,6.1,26,87,"$1,250,000 ",6429784,21722776,21722776,30-Apr-81,R,Horror Mystery Thriller,USA
Friday the 13th Part III (1982),http://www.imdb.com/title/tt0083972/,5.7,30,95,"$2,300,000 ",9406522,36690067,36690067,13-Aug-82,R,Horror Thriller,USA
Friday the 13th: The Final Chapter (1984),http://www.imdb.com/title/tt0087298/,6,33,91,"$2,600,000 ",11183148,32980880,32980880,13-Apr-84,R,Horror Thriller,USA
Friday the 13th: A New Beginning (1985),http://www.imdb.com/title/tt0089173/,4.8,16,92,"$2,200,000 ",8032883,21930418,21930418,22-Mar-85,R,Horror Mystery Thriller,USA
Friday the 13th Part VI: Jason Lives (1986),http://www.imdb.com/title/tt0091080/,6,30,86,"$3,000,000 ",6750837,19472057,19472057,1-Aug-86,R,Horror Thriller,USA
Friday the 13th Part VII: The New Blood (1988),http://www.imdb.com/title/tt0095179/,5.3,13,88,"$2,800,000 ",8245038,19170001,19170001,13-May-88,R,Horror Thriller,USA
Friday the 13th Part VIII: Jason Takes Manhattan (1989),http://www.imdb.com/title/tt0097388/,4.6,14,100,"$5,000,000 ",6251310,14343976,14343976,28-Jul-89,R,Adventure Horror Thriller,USA
Jason Goes to Hell: The Final Friday (1993),http://www.imdb.com/title/tt0107254/,4.2,17,87,"$3,000,000 ",7552190,15935068,15935068,13-Aug-93,R,Fantasy Horror Thriller,USA
Friday the 13th (2009),http://www.imdb.com/title/tt0758746/,5.5,34,97,"$19,000,000 ",40570365,65002019,91509154,13-Feb-09,R,Horror Mystery Thriller,USA
Pirates of the Caribbean: The Curse of the Black Pearl (2003),http://www.imdb.com/title/tt0325980/,8,63,143,"$140,000,000 ",46630690,305413918,654264015,9-Jul-03,PG-13,Action Adventure Fantasy,USA
Pirates of the Caribbean: Dead Man's Chest (2006),http://www.imdb.com/title/tt0383574/,7.3,53,151,"$225,000,000 ",135634554,423315812,1066179725,7-Jul-06,PG-13,Action Adventure Fantasy,USA
Pirates of the Caribbean: At World's End (2007),http://www.imdb.com/title/tt0449088/,7.1,50,169,"$300,000,000 ",114732820,309420425,960996492,25-May-07,PG-13,Action Adventure Fantasy,USA
Pirates of the Caribbean: On Stranger Tides (2011),http://www.imdb.com/title/tt1298650/,6.6,45,137,"$250,000,000 ",90151958,241071802,1045713802,20-May-11,PG-13,Action Adventure Fantasy,USA
Lara Croft: Tomb Raider (2001),http://www.imdb.com/title/tt0146316/,5.8,33,100,"$115,000,000 ",47735743,131168070,274703340,15-Jun-01,PG-13,Action Adventure Fantasy,USA
Lara Croft Tomb Raider: The Cradle of Life (2003),http://www.imdb.com/title/tt0325703/,5.5,43,117,"$95,000,000 ",21783641,65660196,160099222,25-Jul-03,PG-13,Action Adventure Fantasy,USA
The Godfather (1972),http://www.imdb.com/title/tt0068646/,9.2,100,175,"$6,000,000 ",302393,134966411,246120974,24-Mar-72,R,Crime Drama,USA
The Godfather: Part II (1974),http://www.imdb.com/title/tt0071562/,9,90,202,"$13,000,000 ",171417,47834595,48035783,18-Dec-74,R,Crime Drama,USA
Ocean's Eleven (2001),http://www.imdb.com/title/tt0240772/,7.7,74,116,"$85,000,000 ",38107822,183417150,450717150,7-Dec-01,PG-13,Crime Thriller,USA
Ocean's Twelve (2004),http://www.imdb.com/title/tt0349903/,6.5,58,125,"$110,000,000 ",39153380,125544280,362744280,10-Dec-04,PG-13,Crime Thriller,USA
Ocean's Thirteen (2007),http://www.imdb.com/title/tt0496806/,6.9,62,122,"$85,000,000 ",36133403,117154724,311312624,8-Jun-07,PG-13,Action Crime Thriller,USA
Ocean's 8 (2018),https://www.imdb.com/title/tt5164214/,6.2,61,110,"$70,000,000 ",41607378,140218711,297718711,8-Jun-18,PG-13,Action Comedy Crime,USA
Planet of the Apes (1968),http://www.imdb.com/title/tt0063442/,8,79,112,"$5,800,000 ",None,32589624,32595984,3-Apr-68,G,Adventure Sci-Fi,USA
Beneath the Planet of the Apes (1970),http://www.imdb.com/title/tt0065462/,6.1,46,95,"$3,000,000 ",None,18999718,18999718,26-May-70,G,Action Adventure Sci-Fi,USA
Escape from the Planet of the Apes (1971),http://www.imdb.com/title/tt0067065/,6.3,69,98,"$2,500,000 ",None,12348905,12348905,9-Jul-71,G,Action Sci-Fi,USA
Conquest of the Planet of the Apes (1972),http://www.imdb.com/title/tt0068408/,6.1,49,88,"$1,700,000 ",None,9043472,9043472,30-Jun-72,PG,Action Sci-Fi,USA
Arthur and the Invisibles (2006),http://www.imdb.com/title/tt0344854/,6,39,94,"$86,000,000 ",None,15132763,108605609,12-Jan-07,PG,Animation Adventure Comedy,France
Arthur et la vengeance de Maltazard (2009),http://www.imdb.com/title/tt0940657/,5.3,None,107,EUR65000000,None,None,52377611,2-Dec-09,PG,Animation Adventure Family,France
Cheaper by the Dozen (2003),http://www.imdb.com/title/tt0349205/,5.9,46,98,"$40,000,000 ",27557647,138614544,190538630,25-Dec-03,PG,Comedy Family,USA
Cheaper by the Dozen 2 (2005),http://www.imdb.com/title/tt0452598/,5.5,34,94,"$60,000,000 ",9309387,82571173,130154568,21-Dec-05,PG,Adventure Comedy Family,USA
Ace Ventura: Pet Detective (1994),http://www.imdb.com/title/tt0109040/,6.9,37,86,"$15,000,000 ",12115105,72217396,107217396,4-Feb-94,PG-13,Comedy,USA
Ace Ventura: When Nature Calls (1995),http://www.imdb.com/title/tt0112281/,6.4,45,90,"$30,000,000 ",37804076,108385533,212385533,10-Nov-95,PG-13,Adventure Comedy Crime,USA
Nanny McPhee (2005),http://www.imdb.com/title/tt0396752/,6.5,59,97,"$25,000,000 ",14503650,47144110,123276807,27-Jan-06,PG,Comedy Family Fantasy,USA
Nanny McPhee Returns (2010),http://www.imdb.com/title/tt1415283/,6.1,52,109,"$35,000,000 ",8407685,29011215,93251121,20-Aug-10,PG,Comedy Family Fantasy,UK
The Expendables (2010),http://www.imdb.com/title/tt1320253/,6.5,45,103,"$80,000,000 ",34825135,103068524,274470394,13-Aug-10,R,Action Adventure Thriller,USA
The Expendables 2 (2012),http://www.imdb.com/title/tt1764651/,6.6,51,103,"$100,000,000 ",28591370,85028192,314975955,17-Aug-12,R,Action Adventure Thriller,USA
G.I. Joe: The Rise of Cobra (2009),http://www.imdb.com/title/tt1046173/,5.8,32,118,"$175,000,000 ",54713046,150201498,302469017,7-Aug-09,PG-13,Action Adventure Sci-Fi,USA
G.I. Joe: Retaliation (2013),http://www.imdb.com/title/tt1583421/,5.8,41,110,"$130,000,000 ",40501814,122523060,375740705,28-Mar-13,PG-13,Action Adventure Sci-Fi,USA
Universal Soldier (1992),http://www.imdb.com/title/tt0105698/,6,35,102,"$23,000,000 ",10057084,36299898,36299898,10-Jul-92,R,Action Sci-Fi,USA
Universal Soldier: The Return (1999),http://www.imdb.com/title/tt0176269/,4.2,24,83,"$45,000,000 ",4605167,10667893,10667893,20-Aug-99,R,Action Sci-Fi,USA
Universal Soldier: Regeneration (2009),http://www.imdb.com/title/tt1288403/,5.2,70,97,"$10,000,000 ",None,None,844447,10-Jan,R,Action Adventure Sci-Fi,USA
Universal Soldier: Day of Reckoning (2012),http://www.imdb.com/title/tt1659343/,5,58,114,"$10,000,000 ",3181,5460,1402307,25-Oct-12,R,Action Horror Mystery,USA
Nochnoy dozor (2004),http://www.imdb.com/title/tt0403358/,6.4,58,114,"$4,200,000 ",86985,1502188,50336279,3-Mar-06,R,Action Fantasy Horror,Russia
Dnevnoy dozor (2006),http://www.imdb.com/title/tt0409904/,6.5,59,132,"$4,200,000 ",46730,450897,42918532,15-Jun-07,R,Action Fantasy Horror,Russia
Elizabeth (1998),http://www.imdb.com/title/tt0127536/,7.4,75,124,"$30,000,000 ",275131,30082699,82150642,19-Feb-99,R,Biography Drama History,UK
Elizabeth: The Golden Age (2007),http://www.imdb.com/title/tt0414055/,6.8,45,114,"$55,000,000 ",6153075,16383509,75782758,12-Oct-07,PG-13,Biography Drama History,UK
Harry Potter and the Sorcerer's Stone (2001),http://www.imdb.com/title/tt0241527/,7.6,64,152,"$125,000,000 ",90294621,318087620,978087613,16-Nov-01,PG,Adventure Family Fantasy,UK
Harry Potter and the Chamber of Secrets (2002),http://www.imdb.com/title/tt0295297/,7.4,63,161,"$100,000,000 ",88357488,262450136,879465594,15-Nov-02,PG,Adventure Family Fantasy,UK
Harry Potter and the Prisoner of Azkaban (2004),http://www.imdb.com/title/tt0304141/,7.9,82,142,"$130,000,000 ",93687367,249975996,796093985,4-Jun-04,PG,Adventure Family Fantasy,UK
Harry Potter and the Goblet of Fire (2005),http://www.imdb.com/title/tt0330373/,7.7,81,157,"$150,000,000 ",102685961,290417905,896346413,18-Nov-05,PG-13,Adventure Family Fantasy,UK
Harry Potter and the Order of the Phoenix (2007),http://www.imdb.com/title/tt0373889/,7.5,71,138,"$150,000,000 ",77108414,292353413,942044613,11-Jul-07,PG-13,Action Adventure Family,UK
Harry Potter and the Half-Blood Prince (2009),http://www.imdb.com/title/tt0417741/,7.6,78,153,"$250,000,000 ",77835727,302305431,934326396,15-Jul-09,PG,Action Adventure Family,UK
Harry Potter and the Deathly Hallows: Part 1 (2010),http://www.imdb.com/title/tt0926084/,7.7,65,146,GBP150000000,125017372,296347721,988649305,19-Nov-10,PG-13,Adventure Family Fantasy,UK
Harry Potter and the Deathly Hallows: Part 2 (2011),http://www.imdb.com/title/tt1201607/,8.1,85,130,"$125,000,000 ",169189427,381409310,1356602810,15-Jul-11,PG-13,Adventure Drama Fantasy,UK
28 Days Later... (2002),http://www.imdb.com/title/tt0289043/,7.6,73,113,"$8,000,000 ",10061858,45064915,85720385,27-Jun-03,R,Drama Horror Sci-Fi,UK
28 Weeks Later (2007),http://www.imdb.com/title/tt0463854/,7,78,100,"$15,000,000 ",9807292,28638916,65048678,11-May-07,R,Horror Sci-Fi,UK
The Da Vinci Code (2006),http://www.imdb.com/title/tt0382625/,6.6,46,149,"$125,000,000 ",77073388,217536138,760006945,19-May-06,PG-13,Mystery Thriller,USA
Angels & Demons (2009),http://www.imdb.com/title/tt0808151/,6.7,48,138,"$150,000,000 ",46204168,133375846,485930816,15-May-09,PG-13,Action Mystery Thriller,USA
The Boondock Saints (1999),http://www.imdb.com/title/tt0144117/,7.8,44,108,"$6,000,000 ",19930,30471,30471,19-Nov-99,R,Action Crime Thriller,USA
The Boondock Saints II: All Saints Day (2009),http://www.imdb.com/title/tt1300851/,6.3,24,118,"$8,000,000 ",546687,10273188,10629321,11-Dec-09,R,Action Crime Thriller,USA
Dirty Dancing (1987),http://www.imdb.com/title/tt0092890/,7,65,100,"$6,000,000 ",3900000,64577242,217688008,21-Aug-87,PG-13,Drama Music Romance,USA
Dirty Dancing: Havana Nights (2004),http://www.imdb.com/title/tt0338096/,6,39,86,"$25,000,000 ",5900000,14161590,27685016,27-Feb-04,PG-13,Drama Music Romance,USA
Donnie Darko (2001),http://www.imdb.com/title/tt0246578/,8,88,113,"$6,000,000 ",110494,1478493,6979093,30-Jan-02,R,Drama Mystery Sci-Fi,USA
S. Darko (2009),http://www.imdb.com/title/tt1231277/,3.6,None,103,"$4,000,000 ",None,None,1079949,21-Aug-09,R,Drama Mystery Sci-Fi,USA
Ghost Rider (2007),http://www.imdb.com/title/tt0259324/,5.2,35,110,"$110,000,000 ",45388836,115802596,228738393,16-Feb-07,PG-13,Action Fantasy Thriller,USA
Ghost Rider: Spirit of Vengeance (2011),http://www.imdb.com/title/tt1071875/,4.3,34,96,"$57,000,000 ",22115334,51774002,132563930,17-Feb-12,PG-13,Action Fantasy Thriller,USA
The Exorcist (1973),http://www.imdb.com/title/tt0070047/,8,81,122,"$11,000,000 ",8175666,232906145,441306145,26-Dec-73,R,Horror,USA
Exorcist II: The Heretic (1977),http://www.imdb.com/title/tt0076009/,3.8,39,117,"$14,000,000 ",6735000,30749142,30749142,17-Jun-77,R,Horror,USA
The Exorcist III (1990),http://www.imdb.com/title/tt0099528/,6.4,48,110,None,9312219,26098824,39024251,17-Aug-90,R,Drama Horror Mystery,USA
Exorcist: The Beginning (2004),http://www.imdb.com/title/tt0204313/,5.2,30,114,"$80,000,000 ",18054001,41821986,78110021,20-Aug-04,R,Horror Mystery Thriller,USA
Dominion (2005),http://www.imdb.com/title/tt0449086/,5.2,55,117,"$30,000,000 ",140703,251495,251495,1-Aug-05,R,Drama Horror Thriller,USA
The Last Exorcism (2010),http://www.imdb.com/title/tt1320244/,5.6,63,87,"$1,800,000 ",20366613,41034350,69432527,27-Aug-10,PG-13,Horror Mystery Thriller,France
The X Files (1998),http://www.imdb.com/title/tt0120902/,7,60,121,"$66,000,000 ",30138758,83898313,189176423,19-Jun-98,PG-13,Drama Mystery Sci-Fi,USA
The X Files: I Want to Believe (2008),http://www.imdb.com/title/tt0443701/,5.9,47,104,"$30,000,000 ",10021753,20982478,69363381,25-Jul-08,PG-13,Crime Drama Horror,USA
The Crimson Rivers (2000),http://www.imdb.com/title/tt0228786/,6.9,49,106,"$14,000,000 ",111026,594966,60103680,13-Jul-01,R,Crime Horror Mystery,France
Les rivières pourpres 2 - Les anges de l'apocalypse (2004),http://www.imdb.com/title/tt0337103/,6,None,None,"$21,000,000 ",46376,152148,40152148,18-Feb-04,R,Action Crime Horror,France
Les visiteurs (1993),http://www.imdb.com/title/tt0108500/,7.1,None,107,FRF50000000,24792,659810,659810,12-Jul-96,R,Comedy Fantasy,France
Les couloirs du temps: Les visiteurs II (1998),http://www.imdb.com/title/tt0120882/,6.2,None,118,FRF140000000,68316,146072,146072,27-Mar-98,G,Comedy Fantasy,France
Battle Royale (2000),http://www.imdb.com/title/tt0266308/,7.6,81,114,"$4,500,000 ",None,None,958989,16-Dec-00,Not Rated,Adventure Drama Sci-Fi,Japan
Battle Royale II (2003),http://www.imdb.com/title/tt0338763/,4.7,None,155,"$9,000,000 ",None,None,14902587,5-Jul-03,Not Rated,Action Drama Sci-Fi,Japan
Terms of Endearment (1983),http://www.imdb.com/title/tt0086425/,7.4,79,132,"$8,000,000 ",3498813,108423489,108423489,9-Dec-83,PG,Comedy Drama,USA
The Evening Star (1996),http://www.imdb.com/title/tt0116240/,5.9,None,129,"$20,000,000 ",3306445,12767815,12767815,25-Dec-96,PG-13,Comedy Drama Romance,USA
Happy Feet (2006),http://www.imdb.com/title/tt0366548/,6.4,77,108,"$100,000,000 ",41533432,198000317,384335608,17-Nov-06,PG,Animation Adventure Comedy,USA
Happy Feet Two (2011),http://www.imdb.com/title/tt1402488/,5.9,50,None,"$135,000,000 ",21237068,64006466,159196259,18-Nov-11,PG,Animation Adventure Comedy,Australia
Romancing the Stone (1984),http://www.imdb.com/title/tt0088011/,6.9,63,106,"$10,000,000 ",5105741,76572238,86572238,30-Mar-84,PG,Action Adventure Comedy,Mexico
The Jewel of the Nile (1985),http://www.imdb.com/title/tt0089370/,6.1,53,106,"$25,000,000 ",6645455,75973200,96773200,11-Dec-85,PG,Action Adventure Comedy,USA
Look Who's Talking (1989),http://www.imdb.com/title/tt0097778/,5.9,51,93,"$7,500,000 ",12107784,140088813,296999813,13-Oct-89,PG-13,Comedy,USA
Look Who's Talking Too (1990),http://www.imdb.com/title/tt0100050/,4.7,None,81,"$14,000,000 ",8100640,47789074,47789074,14-Dec-90,PG-13,Comedy Family Romance,USA
Legally Blonde (2001),http://www.imdb.com/title/tt0250494/,6.3,59,96,"$18,000,000 ",20377426,96520674,141774679,13-Jul-01,PG-13,Comedy Romance,USA
Legally Blonde 2 (2003),http://www.imdb.com/title/tt0333780/,4.8,47,95,"$45,000,000 ",22220670,90186328,124914842,2-Jul-03,PG-13,Comedy,USA
Scooby-Doo (2002),http://www.imdb.com/title/tt0267913/,5.1,35,89,"$84,000,000 ",54155312,153294164,275650703,14-Jun-02,PG,Adventure Comedy Family,USA
Scooby-Doo 2: Monsters Unleashed (2004),http://www.imdb.com/title/tt0331632/,5,34,93,"$80,000,000 ",29438331,84216833,181216833,26-Mar-04,PG,Adventure Comedy Family,USA
Home Alone (1990),http://www.imdb.com/title/tt0099785/,7.6,63,103,"$18,000,000 ",17081997,285761243,477063114,16-Nov-90,PG,Comedy Family,USA
Home Alone 2: Lost in New York (1992),http://www.imdb.com/title/tt0104431/,6.8,None,120,"$28,000,000 ",31126882,173585516,365154932,20-Nov-92,PG,Adventure Comedy Crime,USA
Mesrine Part 1: Killer Instinct (2008),http://www.imdb.com/title/tt1259014/,7.5,71,113,"$25,000,000 ",152873,551697,31076533,22-Oct-08,R,Action Biography Crime,France
Mesrine Part 2: Public Enemy #1 (2008),http://www.imdb.com/title/tt0411272/,7.5,72,133,"$25,000,000 ",74449,275387,321353,19-Nov-08,R,Action Biography Crime,France
Dark Planet (2009),http://www.imdb.com/title/tt0972558/,5.1,None,115,"$18,300,000 ",None,None,23772559,1-Jan-09,TV-PG,Action Adventure Sci-Fi,Russia
Obitaemyy ostrov. Skhvatka (2009),http://www.imdb.com/title/tt1399952/,5,None,105,"$18,300,000 ",None,None,6738672,23-Apr-09,1h 45min,23 April 2009 (Russia),Russia
Lyubov-Morkov (2007),http://www.imdb.com/title/tt0976209/,5.1,None,None,"$3,000,000 ",None,None,12543015,1-Mar-07,1h 40min,1 March 2007 (Russia),Russia
Lyubov 2 Morkov (2008),http://www.imdb.com/title/tt1414840/,4.8,None,None,"$3,000,000 ",None,None,19171562,23-Dec-08,1h 40min,23 December 2008 (Russia),Russia
Paragraf 78 (2007),http://www.imdb.com/title/tt0459924/,4.9,None,88,"$4,000,000 ",None,None,5484185,22-Feb-07,Not Rated,Action Sci-Fi Thriller,Russia
Paragraf 78 - Film vtoroy (2007),http://www.imdb.com/title/tt1097014/,4.8,None,90,"$4,000,000 ",None,None,3061624,23-Mar-07,1h 30min,23 March 2007 (Russia),Russia
[Anti]killer (2002),http://www.imdb.com/title/tt0325005/,5.6,None,114,"$1,500,000 ",None,None,875688,1-Aug-02,1h 54min,1 August 2002 (Russia),Russia
Antikiller 2: Antiterror (2003),http://www.imdb.com/title/tt0405699/,5.1,None,89,"$1,000,000 ",None,None,2617287,2004,1h 29min,2004 (USA),Russia
Short Circuit (1986),http://www.imdb.com/title/tt0091949/,6.7,50,98,"$9,000,000 ",5346808,40697761,40697761,9-May-86,PG,Comedy Family Sci-Fi,USA
Short Circuit 2 (1988),http://www.imdb.com/title/tt0096101/,5.8,None,110,"$15,000,000 ",3843067,21630088,21630088,6-Jul-88,PG,Comedy Drama Family,USA
Keinohrhasen (2007),http://www.imdb.com/title/tt0960790/,6.5,None,116,EUR4500000,None,None,81744033,20-Dec-07,1h 56min,20 December 2007 (Germany),Germany
Zweiohrküken (2009),http://www.imdb.com/title/tt1343755/,5.6,None,124,EUR4200000,None,None,48039391,3-Dec-09,2h 4min,3 December 2009 (Germany),Germany
Pet Sematary (1989),http://www.imdb.com/title/tt0098084/,6.6,38,103,"$11,500,000 ",12046179,57469467,57469467,21-Apr-89,R,Horror Thriller,USA
Pet Sematary II (1992),http://www.imdb.com/title/tt0105128/,4.9,35,100,"$8,000,000 ",4825100,17092453,17092453,28-Aug-92,R,Fantasy Horror,USA
The Three Musketeers (1973),http://www.imdb.com/title/tt0072281/,7.2,None,106,"$4,500,000 ",None,22018000,22018000,29-Mar-74,PG,Action Adventure,USA
The Four Musketeers: Milady's Revenge (1974),http://www.imdb.com/title/tt0073012/,7,None,108,"$9,000,000 ",None,19096800,19096800,26-Feb-75,PG,Adventure History,Spain
Three Steps Above Heaven (2010),http://www.imdb.com/title/tt1648216/,7,None,118,"$3,000,000 ",None,None,14066238,3-Dec-10,Not Rated,Action Drama Romance,Spain
Tengo ganas de ti (2012),http://www.imdb.com/title/tt1797504/,6.9,None,120,"$3,000,000 ",None,None,24016152,22-Jun-12,2h,22 June 2012 (Spain),Spain
The Fly (1986),http://www.imdb.com/title/tt0091064/,7.6,79,96,"$15,000,000 ",7007423,40456565,60632088,15-Aug-86,R,Drama Horror Sci-Fi,USA
The Fly II (1989),http://www.imdb.com/title/tt0097368/,5.1,36,105,"$8,000,000 ",6751371,20021322,38903179,10-Feb-89,R,Drama Horror Sci-Fi,USA
Rush Hour (1998),http://www.imdb.com/title/tt0120812/,7,60,98,"$33,000,000 ",33001803,141186864,244721064,18-Sep-98,PG-13,Action Comedy Crime,USA
Rush Hour 2 (2001),http://www.imdb.com/title/tt0266915/,6.6,48,90,"$90,000,000 ",67408222,226164286,347325802,3-Aug-01,PG-13,Action Comedy Crime,Hong Kong
Police Academy (1984),http://www.imdb.com/title/tt0087928/,6.7,41,96,"$4,500,000 ",8570007,81198894,81198894,23-Mar-84,R,Comedy,USA
Police Academy 2: Their First Assignment (1985),http://www.imdb.com/title/tt0089822/,5.8,39,87,"$7,600,000 ",10675896,55600000,114993000,29-Mar-85,PG-13,Comedy,USA
Police Academy 3: Back in Training (1986),http://www.imdb.com/title/tt0091777/,5.4,33,83,"$12,000,000 ",9049586,43579163,107600000,21-Mar-86,PG,Comedy,Canada
Police Academy 4: Citizens on Patrol (1987),http://www.imdb.com/title/tt0093756/,5,26,88,"$17,000,000 ",8482487,28061343,76800000,3-Apr-87,PG,Comedy Crime,USA
Police Academy 5: Assignment: Miami Beach (1988),http://www.imdb.com/title/tt0095882/,4.7,18,90,"$14,000,000 ",6106661,19510371,54500000,18-Mar-88,PG,Comedy Crime,USA
Police Academy 6: City Under Siege (1989),http://www.imdb.com/title/tt0098105/,4.5,16,84,"$15,000,000 ",4032480,11567217,33200000,10-Mar-89,PG,Comedy Crime,USA
Paranormal Activity (2007),http://www.imdb.com/title/tt1179904/,6.3,68,86,"$230,000 ",77873,107918810,193355800,16-Oct-09,R,Horror Mystery Thriller,USA
Paranormal Activity 2 (2010),http://www.imdb.com/title/tt1536044/,5.6,53,91,"$3,000,000 ",40678424,84752907,177512032,22-Oct-10,R,Horror,USA
Paranormal Activity 3 (2011),http://www.imdb.com/title/tt1778304/,5.8,59,83,"$5,000,000 ",52568183,104028807,207039844,21-Oct-11,R,Horror Mystery Thriller,USA
Paranormal Activity 4 (2012),http://www.imdb.com/title/tt2109184/,4.6,40,88,"$5,000,000 ",29003866,53885000,142802657,19-Oct-12,R,Horror Mystery Thriller,USA
Dirty Harry (1971),http://www.imdb.com/title/tt0066999/,7.7,90,102,"$4,000,000 ",None,35976000,35976000,23-Dec-71,R,Action Crime Thriller,USA
Magnum Force (1973),http://www.imdb.com/title/tt0070355/,7.2,58,124,"$6,000,000 ",None,39768000,39768000,25-Dec-73,R,Action Crime Mystery,USA
The Enforcer (1976),http://www.imdb.com/title/tt0086383/,6.8,58,96,"$9,000,000 ",None,46236000,46236000,22-Dec-76,R,Action Crime Thriller,USA
Sudden Impact (1983),http://www.imdb.com/title/tt0074483/,6.7,52,117,"$22,000,000 ",9688561,67642693,67642693,9-Dec-83,R,Action Crime Thriller,USA
Under Siege (1992),http://www.imdb.com/title/tt0105690/,6.5,58,103,"$35,000,000 ",15760003,83563139,156563139,9-Oct-92,R,Action Thriller,France
Under Siege 2: Dark Territory (1995),http://www.imdb.com/title/tt0114781/,5.5,52,100,"$60,000,000 ",12624402,50024083,104324083,14-Jul-95,R,Action Thriller,USA
Atlas Shrugged: Part I (2011),http://www.imdb.com/title/tt0480239/,5.6,28,97,"$20,000,000 ",1677000,4627375,4627375,15-Apr-11,PG-13,Drama Mystery Sci-Fi,USA
Atlas Shrugged II: The Strike (2012),http://www.imdb.com/title/tt1985017/,5.4,26,111,"$10,000,000 ",1751572,3336053,3336053,12-Oct-12,PG-13,Drama Mystery Sci-Fi,USA
National Treasure (2004),http://www.imdb.com/title/tt0368891/,6.8,39,131,"$100,000,000 ",35142554,173008894,347512318,19-Nov-04,PG,Action Adventure Mystery,USA
National Treasure: Book of Secrets (2007),http://www.imdb.com/title/tt0465234/,6.5,48,124,"$130,000,000 ",44783772,219964115,459242249,21-Dec-07,PG,Action Adventure Family,USA
The Hangover (2009),http://www.imdb.com/title/tt1119646/,7.7,73,100,"$35,000,000 ",44979319,277322503,469310836,5-Jun-09,R,Comedy,USA
The Hangover Part II (2011),http://www.imdb.com/title/tt1411697/,6.4,44,102,"$80,000,000 ",85946294,254464305,586764305,26-May-11,R,Comedy,USA
Deuce Bigalow: Male Gigolo (1999),http://www.imdb.com/title/tt0205000/,5.7,30,88,"$17,000,000 ",12224016,65538755,92938755,10-Dec-99,R,Comedy Romance,USA
Deuce Bigalow: European Gigolo (2005),http://www.imdb.com/title/tt0367652/,4.7,23,83,"$22,000,000 ",9626287,22400154,45109561,12-Aug-05,R,Comedy,USA
Fletch (1985),http://www.imdb.com/title/tt0089155/,6.9,68,98,"$8,000,000 ",7022970,50612888,59612888,31-May-85,PG,Comedy Crime Mystery,USA
Fletch Lives (1989),http://www.imdb.com/title/tt0097366/,6.1,40,95,"$8,000,000 ",8045760,35150960,39450960,17-Mar-89,PG,Comedy Crime Mystery,USA
City of God (2002),http://www.imdb.com/title/tt0317248/,8.6,79,130,"$3,300,000 ",88292,7564459,30680793,13-Feb-04,R,Crime Drama,Brazil
Cidade dos Homens (2007),http://www.imdb.com/title/tt0870090/,7.2,63,106,"$3,300,000 ",130579,325131,2589732,31-Aug-07,R,Crime Drama,Brazil
Elite Squad (2007),http://www.imdb.com/title/tt0861739/,8.1,33,115,"$4,000,000 ",3604,8744,14759148,12-Oct-07,R,Action Crime Drama,Brazil
Elite Squad 2: The Enemy Within (2010),http://www.imdb.com/title/tt1555149/,8,71,115,"$3,040,000 ",8648,100119,63618850,8-Oct-10,Not Rated,Action Crime Drama,Brazil
Kick-Ass (2010),http://www.imdb.com/title/tt1250777/,7.6,66,117,"$30,000,000 ",19828687,48071303,96188903,16-Apr-10,R,Action Comedy Crime,UK
Kick-Ass 2 (2013),http://www.imdb.com/title/tt1650554/,6.5,41,103,"$28,000,000 ",13332955,28795985,60795985,16-Aug-13,R,Action Comedy Crime,UK
RED (2010),http://www.imdb.com/title/tt1245526/,7,60,111,"$58,000,000 ",21761408,90380162,199006387,15-Oct-10,PG-13,Action Comedy Crime,USA
RED 2 (2013),http://www.imdb.com/title/tt1821694/,6.6,47,116,"$84,000,000 ",18048422,53262560,148075565,19-Jul-13,PG-13,Action Adventure Comedy,USA
The Talented Mr. Ripley (1999),https://www.imdb.com/title/tt0134119/,7.4,76,139,"$40,000,000 ",12738237,81298265,128798265,25-Dec-99,R,Crime Drama Thriller,USA
Ripley's Game (2002),https://www.imdb.com/title/tt0265651/,6.6,None,110,"$30,000,000 ",None,None,6200970,7-Feb-03,R,Crime Drama Mystery,UK
Escape from New York (1981),http://www.imdb.com/title/tt0082340/,7.2,76,99,"$6,000,000 ",None,25244626,25244626,10-Jul-81,R,Action Adventure Sci-Fi,USA
