Title,url,IMDB Score,Metacritic,Runtime (mins),Budget,Opening Weekend,Gross USA,Gross World,Release Date,Rating,Genres,Country
Jaws 2 (1978),https://www.imdb.com/title/tt0108656/,5.8,51,116,$20000000,9866023,81766007,187884007,16 June 1978,PG,Adventure Horror Thriller,USA
Jaws 3-D (1983),https://www.imdb.com/title/tt0108656/,3.7,27,99,$20500000,13422500,45517055,87987055,22 July 1983,PG,Adventure Horror Thriller,USA
Jaws: The Revenge (1987),https://www.imdb.com/title/tt0108656/,3.0,15,89,$23000000,7154890,20763013,51881013,17 July 1987,PG-13,Adventure Horror Thriller,USA
The NeverEnding Story (1984),https://www.imdb.com/title/tt0108656/,7.4,46,102,$27000000,4325823,20158808,20250857,20 July 1984,PG,Adventure Drama Family,West Germany
The NeverEnding Story II: The Next Chapter (1990),https://www.imdb.com/title/tt0108656/,5.2,None,90,$36000000,4912124,17373527,17373527,8 February 1991,PG,Adventure Drama Family,Germany
Taxi 2 (2000),https://www.imdb.com/title/tt0108656/,6.5,None,88,FRF70000000,None,626164,60726164,6 October 2000,Not Rated,Action Comedy Crime,France
Taxi 3 (2003),https://www.imdb.com/title/tt0108656/,5.8,None,84,$1300000,288000,497208,65497208,29 January 2003,Not Rated,Action Comedy Crime,France
Phantasm (1979),https://www.imdb.com/title/tt0108656/,6.8,72,89,$300000,None,11988469,11988469,28 March 1979,R,Horror Sci-Fi,USA
Phantasm II (1988),https://www.imdb.com/title/tt0108656/,6.5,42,97,$3000000,3012285,7282851,7282851,8 July 1988,R,Action Fantasy Horror,USA
The Stepfather (1987),https://www.imdb.com/title/tt0108656/,6.8,72,89,None,260587,2488740,2488740,5 June 1987,R,Horror Thriller,UK
Stepfather II (1989),https://www.imdb.com/title/tt0108656/,5.7,None,93,$1500000,None,1519796,1519796,3 November 1989,R,Horror Thriller,UK
Diary of a Wimpy Kid (2010),https://www.imdb.com/title/tt0108656/,6.2,56,120,$15000000,22126166,64003625,76196538,19 March 2010,PG,Comedy Drama Family,USA
Diary of a Wimpy Kid: Rodrick Rules (2011),https://www.imdb.com/title/tt0108656/,6.5,51,100,$21000000,23751502,52698535,72526996,25 March 2011,PG,Comedy Family,USA
Diary of a Wimpy Kid: Dog Days (2012),https://www.imdb.com/title/tt0108656/,6.3,54,94,$22000000,14623599,49008662,77229695,3 August 2012,PG,Comedy Family,USA
Diary of a Wimpy Kid: The Long Haul (2017),https://www.imdb.com/title/tt0108656/,4.3,39,91,$22000000,7126084,20738724,40140972,19 May 2017,PG,Comedy Family,USA
The Mighty Ducks (1992),https://www.imdb.com/title/tt0108656/,6.5,46,104,$10000000,6035133,50752337,50752337,2 October 1992,PG,Comedy Drama Family,USA
D2: The Mighty Ducks (1994),https://www.imdb.com/title/tt0108656/,6.1,None,106,None,10356748,45610410,45610410,25 March 1994,PG,Comedy Drama Family,USA
Teenage Mutant Ninja Turtles (1990),https://www.imdb.com/title/tt0108656/,6.8,51,93,$13500000,25398367,135265915,201965915,30 March 1990,PG,Action Adventure Comedy,USA
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),https://www.imdb.com/title/tt0108656/,6.0,45,88,$25000000,20030473,78656813,78656813,22 March 1991,PG,Action Adventure Comedy,USA
Death Wish (1974),https://www.imdb.com/title/tt0108656/,7.0,51,93,$3000000,None,22000000,22000000,24 July 1974,R,Action Crime Drama,USA
Death Wish II (1982),https://www.imdb.com/title/tt0108656/,6.1,11,89,$2000000,None,16100000,16100000,19 February 1982,R,Action Crime Drama,USA
Death Wish 3 (1985),https://www.imdb.com/title/tt0108656/,5.9,18,92,$9000000,5319116,16116878,16116878,1 November 1985,R,Action Crime Drama,USA
Death Wish 4: The Crackdown (1987),https://www.imdb.com/title/tt0108656/,5.5,46,99,$5000000,2466557,6880310,6880310,6 November 1987,R,Action Crime Drama,USA
Dhoom (2004),https://www.imdb.com/title/tt0108656/,6.7,None,129,INR200000000,102860,245756,7312209,27 August 2004,Not Rated,Action Thriller,India
Dhoom 2 (2006),https://www.imdb.com/title/tt0108656/,6.5,None,152,INR350000000,979001,2643586,32396427,24 November 2006,Not Rated,Action Thriller,India
Crocodile Dundee (1986),https://www.imdb.com/title/tt0108656/,6.6,62,97,$8800000,8038855,174803506,328203506,26 September 1986,PG-13,Action Adventure Comedy,Australia
Crocodile Dundee II (1988),https://www.imdb.com/title/tt0108656/,5.6,41,108,$14000000,24462976,109306210,239606210,25 May 1988,PG,Action Adventure Comedy,Australia
Smokey and the Bandit (1977),https://www.imdb.com/title/tt0108656/,7.0,50,96,$4300000,None,126737428,126737428,27 May 1977,PG,Action Comedy,USA
Smokey and the Bandit II (1980),https://www.imdb.com/title/tt0108656/,5.3,41,None,None,10883835,66132626,66132626,15 August 1980,PG,Action Comedy,USA
The Cannonball Run (1981),https://www.imdb.com/title/tt0108656/,6.3,28,95,$18000000,11765654,72179579,72179579,19 June 1981,PG,Action Comedy Sport,USA
Cannonball Run II (1984),https://www.imdb.com/title/tt0108656/,5.1,13,108,$20000000,8323948,28078073,28078073,29 June 1984,PG,Action Comedy,USA
Goal! The Dream Begins (2005),https://www.imdb.com/title/tt0108656/,6.7,53,118,$10000000,1921838,4283255,27610873,12 May 2006,PG-13,Adventure Drama Romance,USA
Goal II: Living the Dream (2007),https://www.imdb.com/title/tt0108656/,5.9,None,115,$10000000,150098,225067,7864905,29 August 2008,PG-13,Adventure Drama Sport,UK
Porky's (1981),https://www.imdb.com/title/tt0108656/,6.2,40,94,$2500000,7623988,111289673,111289673,19 March 1982,R,Comedy,Canada
Porky's II: The Next Day (1983),https://www.imdb.com/title/tt0108656/,5.1,38,98,$6500000,7054988,33759266,33759266,24 June 1983,R,Comedy,Canada
Warlock (1989),https://www.imdb.com/title/tt0108656/,6.2,None,103,$7000000,780360,9094451,9094451,11 January 1991,R,Action Fantasy Horror,USA
Warlock: The Armageddon (1993),https://www.imdb.com/title/tt0108656/,5.4,None,98,$3000000,1747317,3902679,3902679,24 September 1993,R,Action Fantasy Horror,USA
The Beastmaster (1982),https://www.imdb.com/title/tt0108656/,6.2,18,118,$8000000,2955641,14056528,14056528,20 August 1982,PG,Action Adventure Fantasy,USA
Beastmaster 2: Through the Portal of Time (1991),https://www.imdb.com/title/tt0108656/,4.1,None,107,$6000000,381889,869325,869325,30 August 1991,PG-13,Action Adventure Fantasy,USA
Free Willy (1993),https://www.imdb.com/title/tt0108656/,6.0,79,112,$20000000,7868829,77698625,153698625,16 July 1993,PG,Adventure Drama Family,USA
Free Willy 2: The Adventure Home (1995),https://www.imdb.com/title/tt0108656/,5.1,None,95,None,7039608,30077111,30077111,19 July 1995,PG,Adventure Drama Family,France
Paranormal Activity: The Marked Ones (2014),https://www.imdb.com/title/tt0108656/,5.0,42,84,$5000000,18343611,32462372,90894962,3 January 2014,R,Horror Mystery Thriller,USA
Paranormal Activity: The Ghost Dimension (2015),https://www.imdb.com/title/tt0108656/,4.6,30,88,$10000000,8070493,18300124,78903124,23 October 2015,R,Horror Mystery Thriller,USA
Honey (2003),https://www.imdb.com/title/tt0108656/,5.4,37,94,$18000000,12856040,30308417,62228395,5 December 2003,PG-13,Drama Music Romance,USA
Honey 2 (2011),https://www.imdb.com/title/tt0108656/,5.3,None,110,None,None,None,8775693,August 2011,PG-13,Comedy Drama Music,USA
Witchboard (1986),https://www.imdb.com/title/tt0108656/,5.7,45,98,$2000000,95435,7369373,7369373,13 March 1987,R,Horror Mystery Thriller,UK
Witchboard 2 (1993),https://www.imdb.com/title/tt0108656/,5.0,None,98,None,65365,168180,None,10 September 1993,R,Horror Mystery,USA
Kickboxer (1989),https://www.imdb.com/title/tt0108656/,6.5,33,97,$1500000,4134098,14697005,14697005,8 September 1989,R,Action Sport Thriller,USA
Kickboxer: Vengeance (2016),https://www.imdb.com/title/tt0108656/,4.9,37,90,$10000000,None,None,287779,1 September 2016,Not Rated,Action Crime Drama,USA
Highlander (1986),https://www.imdb.com/title/tt0108656/,7.1,24,116,$16000000,2453021,5900000,5900000,7 March 1986,R,Action Adventure Fantasy,UK
Highlander II: The Quickening (1991),https://www.imdb.com/title/tt0108656/,4.3,31,91,$30000000,5280490,15556340,15556340,1 November 1991,R,Action Adventure Fantasy,UK
Highlander: The Final Dimension (1994),https://www.imdb.com/title/tt0108656/,4.5,28,99,$26000000,5536435,12303080,12303080,27 January 1995,PG-13,Action Fantasy Romance,UK
Highlander: Endgame (2000),https://www.imdb.com/title/tt0108656/,4.6,21,87,$25000000,5067331,12811858,15843608,1 September 2000,R,Action Adventure Fantasy,UK
Urban Legend (1998),https://www.imdb.com/title/tt0108656/,5.6,35,99,$14000000,10515444,38072438,72527595,25 September 1998,R,Horror Mystery Thriller,USA
Urban Legends: Final Cut (2000),https://www.imdb.com/title/tt0108656/,4.3,16,97,$14000000,8505513,21468807,38574362,22 September 2000,R,Horror Mystery Thriller,USA
Iron Eagle (1986),https://www.imdb.com/title/tt0108656/,5.5,41,117,None,6104754,24159872,24159872,17 January 1986,PG-13,Action Thriller War,USA
Iron Eagle II (1988),https://www.imdb.com/title/tt0108656/,3.8,None,None,None,3530016,10497324,10497324,11 November 1988,PG,Action Drama Romance,Canada
Fifty Shades of Grey (2015),https://www.imdb.com/title/tt0108656/,4.1,46,125,$40000000,85171450,166167230,569651467,13 February 2015,R,Drama Romance Thriller,USA
Fifty Shades Darker (2017),https://www.imdb.com/title/tt0108656/,4.6,33,118,$55000000,46607250,114581250,381545846,10 February 2017,R,Drama Romance,USA
Jung on zo (1993),https://www.imdb.com/title/tt0108656/,6.8,None,107,None,None,194720,3741869,24 June 1993 (Hong,R,Action Crime Drama,Hong Kong
