Title,url,Year-Rel-Type,IMDB Score,Metacritic Score,Rating,Genre,Runtime
Finding Dory,http://www.imdb.com/title/tt2277860/,2016,7.3,77,PG,Animation Adventure Comedy,97
Bad Lieutenant,http://www.imdb.com/title/tt0103759/,1992,7.1,70,NC-17,Crime Drama Thriller,96
Bad Lieutenant: Port of Call New Orleans,http://www.imdb.com/title/tt1095217/,2009,6.6,69,R,Crime Drama,122
Taken,http://www.imdb.com/title/tt0936501/,2008,7.8,51,PG-13,Action Thriller,90
Taken 2,http://www.imdb.com/title/tt1397280/,2012,6.3,45,PG-13,Action Thriller,92
Taken 3,http://www.imdb.com/title/tt2446042/,2014,6,26,PG-13,Action Thriller,108
Project A,http://www.imdb.com/title/tt0085127/,1983,7.4,None,PG-13,Action Comedy,105
Project A 2,http://www.imdb.com/title/tt0092501/,1987,7.1,None,PG-13,Action Comedy Crime,101
Cloverfield,http://www.imdb.com/title/tt1060277/,2008,7,64,PG-13,Action Adventure Horror,85
10 Cloverfield Lane,http://www.imdb.com/title/tt1179933/,2016,7.2,76,PG-13,Drama Horror Mystery,103
Olympus Has Fallen,http://www.imdb.com/title/tt2302755/,2013,6.5,41,R,Action Thriller,119
London Has Fallen,http://www.imdb.com/title/tt3300542/,2016,5.9,28,R,Action Thriller,99
My Big Fat Greek Wedding,http://www.imdb.com/title/tt0259446/,2002,6.5,62,PG,Comedy Drama Romance,95
My Big Fat Greek Wedding 2,http://www.imdb.com/title/tt3760922/,2016,6,37,PG-13,Comedy Romance,94
Man of Steel,http://www.imdb.com/title/tt0770828/,2013,7,55,PG-13,Action Adventure Sci-Fi,143
Batman v Superman: Dawn of Justice,http://www.imdb.com/title/tt2975590/,2016,6.5,44,PG-13,Action Adventure Sci-Fi,151
Justice League,http://www.imdb.com/title/tt0974015/,2017,6.4,45,PG-13,Action Adventure Fantasy,120
Justice League Part Two,http://www.imdb.com/title/tt4121026/,None,None,None,None,Action Sci-Fi,None
The Avengers,http://www.imdb.com/title/tt0848228/,2012,8,69,PG-13,Action Adventure Sci-Fi,143
Avengers: Age of Ultron,http://www.imdb.com/title/tt2395427/,2015,7.3,66,PG-13,Action Adventure Sci-Fi,141
Avengers: Infinity War,http://www.imdb.com/title/tt4154756/,2018,8.5,68,PG-13,Action Adventure Sci-Fi,149
Avengers: Endgame,http://www.imdb.com/title/tt4154796/,2019,8.4,78,PG-13,Action Adventure Drama,181
Thor,http://www.imdb.com/title/tt0800369/,2011,7,57,PG-13,Action Adventure Fantasy,115
Thor: The Dark World,http://www.imdb.com/title/tt1981115/,2013,6.9,54,PG-13,Action Adventure Fantasy,112
Thor: Ragnarok,http://www.imdb.com/title/tt3501632/,2017,7.9,74,PG-13,Action Adventure Comedy,130
Captain America: The First Avenger,http://www.imdb.com/title/tt0458339/,2011,6.9,66,PG-13,Action Adventure Sci-Fi,124
Captain America: The Winter Soldier,http://www.imdb.com/title/tt1843866/,2014,7.7,70,PG-13,Action Adventure Sci-Fi,136
Captain America: Civil War,http://www.imdb.com/title/tt3498820/,2016,7.8,75,PG-13,Action Adventure Sci-Fi,147
Deadpool,http://www.imdb.com/title/tt1431045/,2016,8,65,R,Action Adventure Comedy,108
Deadpool 2,http://www.imdb.com/title/tt5463162/,2018,7.7,66,R,Action Adventure Comedy,119
The Purge,http://www.imdb.com/title/tt2184339/,2013,5.7,41,R,Horror Thriller,85
The Purge: Anarchy,http://www.imdb.com/title/tt2975578/,2014,6.4,50,R,Action Horror Sci-Fi,103
The Purge: Election Year,http://www.imdb.com/title/tt4094724/,2016,6,55,R,Action Horror Sci-Fi,108
Zoolander,http://www.imdb.com/title/tt0196229/,2001,6.5,61,PG-13,Comedy,90
Zoolander 2,http://www.imdb.com/title/tt1608290/,2016,4.7,34,PG-13,Action Adventure Comedy,101
Alice in Wonderland,http://www.imdb.com/title/tt1014759/,2010,6.4,53,PG,Adventure Family Fantasy,108
Alice Through the Looking Glass,http://www.imdb.com/title/tt2567026/,2016,6.2,34,PG,Adventure Family Fantasy,113
Independence Day,http://www.imdb.com/title/tt0116629/,1996,7,59,PG-13,Action Adventure Sci-Fi,145
Independence Day: Resurgence,http://www.imdb.com/title/tt1628841/,2016,5.2,32,PG-13,Action Adventure Sci-Fi,120
Unbreakable,http://www.imdb.com/title/tt0217869/,2000,7.3,62,PG-13,Drama Mystery Sci-Fi,106
Split,http://www.imdb.com/title/tt4972582/,2016,7.3,62,PG-13,Horror Thriller,117
Glass,http://www.imdb.com/title/tt6823368/,2019,6.7,43,PG-13,Drama Sci-Fi Thriller,129
The Hustler,http://www.imdb.com/title/tt0054997/,1961,8,90,Not Rated,Drama Sport,134
The Color of Money,http://www.imdb.com/title/tt0090863/,1986,7,77,R,Drama Sport,119
Blue Crush,http://www.imdb.com/title/tt0300532/,2002,5.6,61,PG-13,Drama Romance Sport,104
Blue Crush 2,http://www.imdb.com/title/tt1630626/,2011 Video,5.4,None,PG-13,Drama Romance Sport,113
Trainspotting,http://www.imdb.com/title/tt0117951/,1996,8.1,83,R,Drama,93
T2 Trainspotting,http://www.imdb.com/title/tt2763304/,2017,7.2,67,R,Drama,117
Blade Runner,http://www.imdb.com/title/tt0083658/,1982,8.1,84,R,Action Sci-Fi Thriller,117
Blade Runner 2049,http://www.imdb.com/title/tt1856101/,2017,8,81,R,Action Drama Mystery,164
Guardians of the Galaxy,http://www.imdb.com/title/tt2015381/,2014,8,76,PG-13,Action Adventure Comedy,121
Guardians of the Galaxy Vol. 2,http://www.imdb.com/title/tt3896198/,2017,7.6,67,PG-13,Action Adventure Comedy,136
Guardians of the Galaxy Vol. 3,http://www.imdb.com/title/tt6791350/,2021,None,None,None,Action Adventure Comedy,None
Prometheus,http://www.imdb.com/title/tt1446714/,2012,7,64,R,Adventure Mystery Sci-Fi,124
Alien: Covenant,http://www.imdb.com/title/tt2316204/,2017,6.4,65,R,Horror Sci-Fi Thriller,122
Rise of the Planet of the Apes,http://www.imdb.com/title/tt1318514/,2011,7.6,68,PG-13,Action Drama Sci-Fi,105
Dawn of the Planet of the Apes,http://www.imdb.com/title/tt2103281/,2014,7.6,79,PG-13,Action Adventure Drama,130
War for the Planet of the Apes,http://www.imdb.com/title/tt3450958/,2017,7.4,82,PG-13,Action Adventure Drama,140
Star Trek,http://www.imdb.com/title/tt0796366/,2009,7.9,82,PG-13,Action Adventure Sci-Fi,127
Star Trek Into Darkness,http://www.imdb.com/title/tt1408101/,2013,7.7,72,PG-13,Action Adventure Sci-Fi,132
Star Trek Beyond,http://www.imdb.com/title/tt2660888/,2016,7.1,68,PG-13,Action Adventure Sci-Fi,122
Untitled Star Trek Sequel,http://www.imdb.com/title/tt4756228/,None,None,None,None,Action Adventure Sci-Fi,None
Gremlins,http://www.imdb.com/title/tt0087363/,1984,7.3,70,PG,Comedy Fantasy Horror,106
Gremlins 2: The New Batch,http://www.imdb.com/title/tt0099700/,1990,6.4,None,PG-13,Comedy Fantasy Horror,106
Gremlins 3,http://www.imdb.com/title/tt2918116/,None,None,None,None,Comedy Fantasy Horror,None
Dumb and Dumber,http://www.imdb.com/title/tt0109686/,1994,7.3,41,PG-13,Comedy,107
Dumb and Dumberer: When Harry Met Lloyd,http://www.imdb.com/title/tt0329028/,2003,3.4,19,PG-13,Comedy,85
Dumb and Dumber To,http://www.imdb.com/title/tt2096672/,2014,5.6,36,PG-13,Comedy,109
Despicable Me,http://www.imdb.com/title/tt1323594/,2010,7.6,72,PG,Animation Comedy Family,95
Despicable Me 2,http://www.imdb.com/title/tt1690953/,2013,7.3,62,PG,Animation Adventure Comedy,98
Despicable Me 3,http://www.imdb.com/title/tt3469046/,2017,6.3,49,PG,Animation Adventure Comedy,89
Kingsman: The Secret Service,http://www.imdb.com/title/tt2802144/,2014,7.7,60,R,Action Adventure Comedy,129
Kingsman: The Golden Circle,http://www.imdb.com/title/tt4649466/,2017,6.7,44,R,Action Adventure Comedy,141
The King's Man,http://www.imdb.com/title/tt6856242/,2020,None,None,None,Action Adventure Comedy,None
Goon,http://www.imdb.com/title/tt1456635/,2011,6.8,64,R,Comedy Drama Sport,92
Goon: Last of the Enforcers,http://www.imdb.com/title/tt2417712/,2017,5.8,48,R,Comedy Sport,101
The Maze Runner,http://www.imdb.com/title/tt1790864/,2014,6.8,57,PG-13,Action Mystery Sci-Fi,113
Maze Runner: The Scorch Trials,http://www.imdb.com/title/tt4046784/,2015,6.3,43,PG-13,Action Adventure Sci-Fi,131
Maze Runner: The Death Cure,http://www.imdb.com/title/tt4500922/,2018,6.2,50,PG-13,Action Adventure Sci-Fi,143
Paddington,http://www.imdb.com/title/tt1109624/,2014,7.2,77,PG,Adventure Comedy Family,95
Paddington 2,http://www.imdb.com/title/tt4468740/,2017,7.8,88,PG,Adventure Comedy Family,103
Paddington 3,http://www.imdb.com/title/tt5822536/,2020,None,None,None,Animation Comedy Family,None
Three Colors: Blue,http://www.imdb.com/title/tt0108394/,1993,7.9,85,R,Drama Music Mystery,94
Three Colors: White,http://www.imdb.com/title/tt0111507/,1994,7.6,88,R,Comedy Drama Romance,92
Three Colors: Red,http://www.imdb.com/title/tt0111495/,1994,8.1,100,R,Drama Mystery Romance,99
Hotel Transylvania,http://www.imdb.com/title/tt0837562/,2012,7.1,47,PG,Animation Comedy Family,91
Hotel Transylvania 2,http://www.imdb.com/title/tt2510894/,2015,6.7,44,PG,Animation Comedy Family,89
Hotel Transylvania 3: Summer Vacation,http://www.imdb.com/title/tt5220122/,2018,6.3,54,PG,Animation Adventure Comedy,97
Mamma Mia!,http://www.imdb.com/title/tt0795421/,2008,6.4,51,PG-13,Comedy Musical Romance,108
Mamma Mia! Here We Go Again,http://www.imdb.com/title/tt6911608/,2018,6.7,60,PG-13,Comedy Musical Romance,114
The Incredibles,http://www.imdb.com/title/tt0317705/,2004,8,90,PG,Animation Action Adventure,115
Incredibles 2,http://www.imdb.com/title/tt3606756/,2018,7.6,80,PG,Animation Action Adventure,118
Wreck-It Ralph,http://www.imdb.com/title/tt1772341/,2012,7.7,72,PG,Animation Adventure Comedy,101
Ralph Breaks the Internet,http://www.imdb.com/title/tt5848272/,2018,7.1,71,PG,Animation Adventure Comedy,112
Johnny English,http://www.imdb.com/title/tt0274166/,2003,6.2,51,PG,Action Adventure Comedy,87
Johnny English Reborn,http://www.imdb.com/title/tt1634122/,2011,6.3,46,PG,Action Adventure Comedy,101
Johnny English Strikes Again,http://www.imdb.com/title/tt6921996/,2018,6.2,39,PG,Action Adventure Comedy,89
Cars,http://www.imdb.com/title/tt0317219/,2006,7.1,73,G,Animation Comedy Family,117
Cars 2,http://www.imdb.com/title/tt1216475/,2011,6.1,57,G,Animation Adventure Comedy,106
Cars 3,http://www.imdb.com/title/tt3606752/,2017,6.7,59,G,Animation Adventure Comedy,102
Happy Death Day,http://www.imdb.com/title/tt5308322/,2017,6.5,58,PG-13,Horror Mystery Thriller,96
Happy Death Day 2U,http://www.imdb.com/title/tt8155288/,2019,6.2,57,PG-13,Comedy Horror Mystery,100
Mission: Impossible,http://www.imdb.com/title/tt0117060/,1996,7.1,59,PG-13,Action Adventure Thriller,110
Mission: Impossible II,http://www.imdb.com/title/tt0120755/,2000,6.1,59,PG-13,Action Adventure Thriller,123
Mission: Impossible III,http://www.imdb.com/title/tt0317919/,2006,6.9,66,PG-13,Action Adventure Thriller,126
Mission: Impossible - Ghost Protocol,http://www.imdb.com/title/tt1229238/,2011,7.4,73,PG-13,Action Adventure Thriller,132
Mission: Impossible - Rogue Nation,http://www.imdb.com/title/tt2381249/,2015,7.4,75,PG-13,Action Adventure Thriller,131
Mission: Impossible - Fallout,http://www.imdb.com/title/tt4912910/,2018,7.7,86,PG-13,Action Adventure Thriller,147
Mission: Impossible 7,http://www.imdb.com/title/tt9603212/,2021,None,None,None,Action Adventure Thriller,None
Mission: Impossible 8,http://www.imdb.com/title/tt9603208/,2022,None,None,None,Action Adventure Crime,None
The Secret Life of Pets,http://www.imdb.com/title/tt2709768/,2016,6.5,61,PG,Animation Adventure Comedy,87
The Secret Life of Pets 2,http://www.imdb.com/title/tt5113040/,2019,6.5,55,PG,Animation Adventure Comedy,86
A Dog's Purpose,http://www.imdb.com/title/tt1753383/,2017,7.2,43,PG,Adventure Comedy Drama,100
A Dog's Journey,http://www.imdb.com/title/tt8385474/,2019,7.5,43,PG,Adventure Comedy Drama,109
John Wick,http://www.imdb.com/title/tt2911666/,2014,7.4,68,R,Action Crime Thriller,101
John Wick: Chapter 2,http://www.imdb.com/title/tt4425200/,2017,7.5,75,R,Action Crime Thriller,122
John Wick: Chapter 3 - Parabellum,http://www.imdb.com/title/tt6146586/,2019,7.5,73,R,Action Crime Thriller,130
John Wick: Chapter 4,http://www.imdb.com/title/tt10366206/,2022,None,None,None,Action Crime Thriller,None
Spider-Man: Homecoming,http://www.imdb.com/title/tt2250912/,2017,7.4,73,PG-13,Action Adventure Sci-Fi,133
Spider-Man: Far from Home,http://www.imdb.com/title/tt6320628/,2019,7.5,69,PG-13,Action Adventure Sci-Fi,129
Untitled Spider-Man Sequel,http://www.imdb.com/title/tt10872600/,2021,None,None,None,Action Adventure Sci-Fi,None
El Mariachi,http://www.imdb.com/title/tt0104815/,1992,6.9,73,R,Action Crime Thriller,81
Desperado,http://www.imdb.com/title/tt0112851/,1995,7.2,55,R,Action Crime Thriller,104
Once Upon a Time in Mexico,http://www.imdb.com/title/tt0285823/,2003,6.4,56,R,Action Crime Thriller,102
Sin City,http://www.imdb.com/title/tt0401792/,2005,8,74,R,Crime Thriller,124
Sin City: A Dame to Kill For,http://www.imdb.com/title/tt0458481/,2014,6.5,46,R,Action Crime Thriller,102
How to Train Your Dragon,http://www.imdb.com/title/tt0892769/,2010,8.1,75,PG,Animation Action Adventure,98
How to Train Your Dragon 2,http://www.imdb.com/title/tt1646971/,2014,7.8,76,PG,Animation Action Adventure,102
How to Train Your Dragon: The Hidden World,http://www.imdb.com/title/tt2386490/,2019,7.5,71,PG,Animation Action Adventure,104
Toy Story,http://www.imdb.com/title/tt0114709/,1995,8.3,95,G,Animation Adventure Comedy,81
Toy Story 2,http://www.imdb.com/title/tt0120363/,1999,7.9,88,G,Animation Adventure Comedy,92
Toy Story 3,http://www.imdb.com/title/tt0435761/,2010,8.3,92,G,Animation Adventure Comedy,103
Toy Story 4,http://www.imdb.com/title/tt1979376/,2019,7.8,84,G,Animation Adventure Comedy,100
Annabelle,http://www.imdb.com/title/tt3322940/,2014,5.4,37,R,Horror Mystery Thriller,99
Annabelle: Creation,http://www.imdb.com/title/tt5140878/,2017,6.5,62,R,Horror Mystery Thriller,109
Annabelle Comes Home,http://www.imdb.com/title/tt8350360/,2019,5.9,53,R,Horror Mystery Thriller,106
The Conjuring,http://www.imdb.com/title/tt1457767/,2013,7.5,68,R,Horror Mystery Thriller,112
The Conjuring 2,http://www.imdb.com/title/tt3065204/,2016,7.3,65,R,Horror Mystery Thriller,134
The Conjuring: The Devil Made Me Do It,http://www.imdb.com/title/tt7069210/,2020,None,None,None,Horror Mystery Thriller,None
Angry Birds,http://www.imdb.com/title/tt1985949/,2016,6.3,43,PG,Animation Action Adventure,97
The Angry Birds Movie 2,http://www.imdb.com/title/tt6095472/,2019,6.4,60,PG,Animation Adventure Comedy,97
It,http://www.imdb.com/title/tt1396484/,2017,7.3,69,R,Horror,135
It Chapter Two,http://www.imdb.com/title/tt7349950/,2019,6.6,58,R,Drama Fantasy Horror,169
Zombieland,http://www.imdb.com/title/tt1156398/,2009,7.6,73,R,Adventure Comedy Fantasy,88
Zombieland: Double Tap,http://www.imdb.com/title/tt1560220/,2019,6.7,55,R,Action Comedy Horror,99
The Shining,http://www.imdb.com/title/tt0081505/,1980,8.4,66,R,Drama Horror,146
Doctor Sleep,http://www.imdb.com/title/tt5606664/,2019,7.4,59,R,Drama Fantasy Horror,152
Dogville,http://www.imdb.com/title/tt0276919/,2003,8,60,R,Crime Drama,178
Manderlay,http://www.imdb.com/title/tt0342735/,2005,7.3,46,Not Rated,Drama,139
