Title,url,Year-Rel-Type,IMDB Score,Metacritic Score,Rating,Genre,Runtime
Green Lantern: Emerald Knights,http://www.imdb.com/title/tt1683043/,2011 Video,6.8,None,PG,Animation Action Adventure,84
Clash of the Titans,http://www.imdb.com/title/tt0800320/,2010,5.8,39,PG-13,Action Adventure Fantasy,106
Wrath of the Titans,http://www.imdb.com/title/tt1646987/,2012,5.7,37,PG-13,Action Adventure Fantasy,99
Halloween,http://www.imdb.com/title/tt0077651/,1978,7.8,87,R,Horror Thriller,91
Halloween II,http://www.imdb.com/title/tt0082495/,1981,6.5,40,R,Horror,92
Halloween III: Season of the Witch,http://www.imdb.com/title/tt0085636/,1982,4.9,50,R,Horror Mystery Sci-Fi,98
Halloween 4: The Return of Michael Myers,http://www.imdb.com/title/tt0095271/,1988,5.9,34,R,Horror Thriller,88
Halloween 5: The Revenge of Michael Myers,http://www.imdb.com/title/tt0097474/,1989,5.2,28,R,Horror Thriller,96
Halloween: The Curse of Michael Myers,http://www.imdb.com/title/tt0113253/,1995,4.9,10,R,Horror Thriller,87
Halloween H20: 20 Years Later,http://www.imdb.com/title/tt0120694/,1998,5.8,52,R,Horror Thriller,86
Halloween: Resurrection,http://www.imdb.com/title/tt0220506/,2002,4,19,R,Horror Thriller,94
Halloween,http://www.imdb.com/title/tt0373883/,2007,6.1,47,R,Horror,109
Halloween II,http://www.imdb.com/title/tt1311067/,2009,4.9,35,R,Horror,105
Halloween,http://www.imdb.com/title/tt1502407/,2018,6.6,67,R,Horror Thriller,106
Joy Ride,http://www.imdb.com/title/tt0206314/,2001,6.6,75,R,Mystery Thriller,97
Joy Ride 2: Dead Ahead,http://www.imdb.com/title/tt1140941/,2008 Video,5.1,None,Unrated,Crime Horror Romance,91
Wrong Turn,http://www.imdb.com/title/tt0295700/,2003,6.1,32,R,Horror,84
Wrong Turn 2: Dead End,http://www.imdb.com/title/tt0804555/,2007 Video,5.5,None,R,Horror,93
Wrong Turn 3: Left for Dead,http://www.imdb.com/title/tt1261978/,2009 Video,4.6,None,Not Rated,Horror,92
Wrong Turn 4: Bloody Beginnings,http://www.imdb.com/title/tt1865567/,2011 Video,4.6,None,R,Horror,93
Wishmaster,http://www.imdb.com/title/tt0120524/,1997,5.8,None,R,Fantasy Horror,90
Wishmaster 2: Evil Never Dies,http://www.imdb.com/title/tt0156182/,1999 Video,5.1,None,R,Fantasy Horror,96
Wishmaster 3: Beyond the Gates of Hell,http://www.imdb.com/title/tt0254871/,2001 Video,3.6,None,R,Fantasy Horror Thriller,89
Wishmaster 4: The Prophecy Fulfilled,http://www.imdb.com/title/tt0254872/,2002 Video,4,None,R,Fantasy Horror Romance,90
Hot Shots!,http://www.imdb.com/title/tt0102059/,1991,6.8,61,PG-13,Action Comedy,84
Hot Shots! Part Deux,http://www.imdb.com/title/tt0107144/,1993,6.6,None,PG-13,Action Comedy,86
The Naked Gun: From the Files of Police Squad!,http://www.imdb.com/title/tt0095705/,1988,7.6,76,PG-13,Comedy Crime,85
The Naked Gun 2½: The Smell of Fear,http://www.imdb.com/title/tt0102510/,1991,6.9,65,PG-13,Comedy Crime,85
Naked Gun 33 1/3: The Final Insult,http://www.imdb.com/title/tt0110622/,1994,6.5,63,PG-13,Comedy Crime,83
Marley & Me,http://www.imdb.com/title/tt0822832/,2008,7.1,53,PG,Comedy Drama Family,115
Marley & Me: The Puppy Years,http://www.imdb.com/title/tt1704614/,2011 Video,3.6,None,PG,Comedy Family,86
Beverly Hills Chihuahua,http://www.imdb.com/title/tt1014775/,2008,3.8,41,PG,Adventure Comedy Drama,91
Beverly Hills Chihuahua 2,http://www.imdb.com/title/tt1482393/,2011 Video,4.2,None,G,Adventure Comedy Family,85
Night at the Museum,http://www.imdb.com/title/tt0477347/,2006,6.4,48,PG,Adventure Comedy Family,108
Night at the Museum: Battle of the Smithsonian,http://www.imdb.com/title/tt1078912/,2009,6,42,PG,Adventure Comedy Family,105
Beauty and the Beast,http://www.imdb.com/title/tt0101414/,1991,8,95,G,Animation Family Fantasy,84
Beauty and the Beast: The Enchanted Christmas,http://www.imdb.com/title/tt0118692/,1997 Video,6.1,None,G,Animation Family Fantasy,72
Belle's Magical World,http://www.imdb.com/title/tt0167038/,1998 Video,5.3,None,G,Animation Comedy Family,92
Cinderella,http://www.imdb.com/title/tt0042332/,1950,7.3,85,G,Animation Family Fantasy,74
Cinderella II: Dreams Come True,http://www.imdb.com/title/tt0291082/,2001 Video,5,None,G,Animation Family Fantasy,73
Cinderella III: A Twist in Time,http://www.imdb.com/title/tt0465940/,2007 Video,5.9,None,G,Animation Family Fantasy,74
A Cinderella Story,http://www.imdb.com/title/tt0356470/,2004,5.9,25,PG,Comedy Family Romance,95
Another Cinderella Story,http://www.imdb.com/title/tt1071358/,2008 Video,5.8,None,PG,Comedy Family Music,90
A Cinderella Story: Once Upon a Song,http://www.imdb.com/title/tt1814614/,2011 Video,6,None,PG,Comedy Family Music,88
Hellraiser,http://www.imdb.com/title/tt0093177/,1987,7,57,R,Horror Thriller,94
Hellbound: Hellraiser II,http://www.imdb.com/title/tt0095294/,1988,6.5,41,R,Horror Thriller,97
Hellraiser III: Hell on Earth,http://www.imdb.com/title/tt0104409/,1992,5.5,50,R,Horror,97
Hellraiser: Bloodline,http://www.imdb.com/title/tt0116514/,1996,5.2,21,R,Horror Sci-Fi,85
Hellraiser: Inferno,http://www.imdb.com/title/tt0229440/,2000 Video,5.5,None,R,Crime Horror Mystery,99
Hellraiser: Hellseeker,http://www.imdb.com/title/tt0274546/,2002 Video,5,46,R,Horror Mystery Thriller,89
Hellraiser: Deader,http://www.imdb.com/title/tt0337636/,2005 Video,4.6,None,R,Horror Mystery Thriller,88
Hellraiser: Hellworld,http://www.imdb.com/title/tt0354623/,2005 Video,4.2,None,R,Horror,91
Hellraiser: Revelations,http://www.imdb.com/title/tt1716747/,2011,2.7,None,R,Horror,75
Hellraiser,http://www.imdb.com/title/tt0887261/,None,None,None,None,Horror,None
Candyman,http://www.imdb.com/title/tt0103919/,1992,6.6,61,R,Horror Thriller,99
Candyman: Farewell to the Flesh,http://www.imdb.com/title/tt0112625/,1995,5.3,None,R,Horror Thriller,95
Candyman: Day of the Dead,http://www.imdb.com/title/tt0165662/,1999 Video,4,None,R,Horror Thriller,93
Jeepers Creepers,http://www.imdb.com/title/tt0263488/,2001,6.2,49,R,Horror Mystery,90
Jeepers Creepers 2,http://www.imdb.com/title/tt0301470/,2003,5.6,36,R,Horror,104
Jeepers Creepers III,http://www.imdb.com/title/tt1139592/,2017,3.9,None,Not Rated,Action Horror Mystery,100
Boogeyman,http://www.imdb.com/title/tt0357507/,2005,4.2,32,PG-13,Drama Horror Mystery,89
Boogeyman 2,http://www.imdb.com/title/tt0900357/,2007,5,None,Unrated,Drama Horror Thriller,93
Boogeyman 3,http://www.imdb.com/title/tt1204883/,2008 Video,4.7,None,Unrated,Horror Thriller,94
The Boogey Man,http://www.imdb.com/title/tt0080464/,1980,4.6,None,R,Horror,82
Boogeyman II,http://www.imdb.com/title/tt0085266/,1983,2,None,R,Horror,79
Return of the Boogeyman,http://www.imdb.com/title/tt0162889/,1994 Video,1.4,None,Not Rated,Horror,76
The Prophecy,http://www.imdb.com/title/tt0114194/,1995,6.5,44,R,Action Crime Drama,98
The Prophecy II,http://www.imdb.com/title/tt0118643/,1998 Video,5.8,None,R,Fantasy Horror Thriller,87
The Prophecy 3: The Ascent,http://www.imdb.com/title/tt0183678/,2000 Video,5.6,None,R,Fantasy Horror Thriller,84
The Prophecy: Uprising,http://www.imdb.com/title/tt0365658/,2005 Video,5.2,None,R,Thriller Action Fantasy,88
The Prophecy: Forsaken,http://www.imdb.com/title/tt0439771/,2005 Video,4.6,None,R,Fantasy Horror Thriller,75
Street Kings,http://www.imdb.com/title/tt0421073/,2008,6.8,55,R,Action Crime Drama,109
Street Kings 2: Motor City,http://www.imdb.com/title/tt1707687/,2011 Video,4.9,None,R,Action Crime Drama,92
S.W.A.T.,http://www.imdb.com/title/tt0257076/,2003,6,45,PG-13,Action Adventure Crime,117
S.W.A.T.: Firefight,http://www.imdb.com/title/tt1621429/,2011 Video,5.3,None,R,Action Crime Thriller,89
The Omen,http://www.imdb.com/title/tt0075005/,1976,7.5,62,R,Horror,111
Damien: Omen II,http://www.imdb.com/title/tt0077394/,1978,6.3,45,R,Horror,107
The Final Conflict,http://www.imdb.com/title/tt0082377/,1981,5.6,34,R,Horror,108
Omen IV: The Awakening,http://www.imdb.com/title/tt0102585/,1991 TV Movie,3.9,None,Unrated,Horror,97
Step Up,http://www.imdb.com/title/tt0462590/,2006,6.5,48,PG-13,Crime Drama Music,104
Step Up 2: The Streets,http://www.imdb.com/title/tt1023481/,2008,6.2,50,PG-13,Drama Music Romance,98
Step Up 3D,http://www.imdb.com/title/tt1193631/,2010,6.2,45,PG-13,Drama Music Romance,107
Step Up Revolution,http://www.imdb.com/title/tt1800741/,2012,6.4,43,PG-13,Drama Music Romance,99
Save the Last Dance,http://www.imdb.com/title/tt0206275/,2001,6.2,53,PG-13,Drama Music Romance,112
Save the Last Dance 2,http://www.imdb.com/title/tt0486656/,2006 Video,5.3,None,PG-13,Drama Music Romance,90
The Karate Kid,http://www.imdb.com/title/tt0087538/,1984,7.2,60,PG,Action Drama Family,126
The Karate Kid Part II,http://www.imdb.com/title/tt0091326/,1986,6,55,PG,Action Family Romance,113
The Karate Kid Part III,http://www.imdb.com/title/tt0097647/,1989,5.2,36,PG,Action Drama Family,112
The Next Karate Kid,http://www.imdb.com/title/tt0110657/,1994,4.4,36,PG,Action Drama Family,107
The Karate Kid,http://www.imdb.com/title/tt1155076/,2010,6.2,61,PG,Action Drama Family,140
The Karate Kid 2,http://www.imdb.com/title/tt1674782/,None,None,None,None,Action Drama,None
The Mummy,http://www.imdb.com/title/tt0120616/,1999,7,48,PG-13,Action Adventure Fantasy,124
The Mummy Returns,http://www.imdb.com/title/tt0209163/,2001,6.3,48,PG-13,Action Adventure Fantasy,130
The Mummy: Tomb of the Dragon Emperor,http://www.imdb.com/title/tt0859163/,2008,5.2,31,PG-13,Action Adventure Fantasy,112
The Scorpion King,http://www.imdb.com/title/tt0277296/,2002,5.5,45,PG-13,Action Adventure Fantasy,92
The Scorpion King 2: Rise of a Warrior,http://www.imdb.com/title/tt1104123/,2008 Video,3.8,None,PG-13,Action Adventure Fantasy,109
Alvin and the Chipmunks,http://www.imdb.com/title/tt0952640/,2007,5.2,39,PG,Animation Comedy Family,92
Alvin and the Chipmunks: The Squeakquel,http://www.imdb.com/title/tt1231580/,2009,4.5,41,PG,Animation Comedy Family,88
Alvin and the Chipmunks: Chipwrecked,http://www.imdb.com/title/tt1615918/,2011,4.3,24,G,Animation Adventure Comedy,87
The Fugitive,http://www.imdb.com/title/tt0106977/,1993,7.8,87,PG-13,Action Crime Drama,130
U.S. Marshals,http://www.imdb.com/title/tt0120873/,1998,6.6,47,PG-13,Action Crime Thriller,131
Mimic,http://www.imdb.com/title/tt0119675/,1997,5.9,55,R,Horror Sci-Fi,105
Mimic 2,http://www.imdb.com/title/tt0239641/,2001 Video,4.6,None,R,Horror Thriller Sci-Fi,82
Mimic: Sentinel,http://www.imdb.com/title/tt0330634/,2003 Video,4.3,None,R,Horror Sci-Fi Thriller,77
Analyze This,http://www.imdb.com/title/tt0122933/,1999,6.7,61,R,Comedy Crime,103
Analyze That,http://www.imdb.com/title/tt0289848/,2002,5.9,37,R,Comedy Crime,96
The Whole Nine Yards,http://www.imdb.com/title/tt0190138/,2000,6.7,47,R,Comedy Crime,98
The Whole Ten Yards,http://www.imdb.com/title/tt0327247/,2004,5.5,24,PG-13,Comedy Crime Thriller,98
The Addams Family,http://www.imdb.com/title/tt0101272/,1991,6.9,57,PG-13,Comedy Fantasy,99
Addams Family Values,http://www.imdb.com/title/tt0106220/,1993,6.7,62,PG-13,Comedy Fantasy,94
Sniper,http://www.imdb.com/title/tt0108171/,1993,6.1,None,R,Action Thriller War,98
Sniper 2,http://www.imdb.com/title/tt0338450/,2002 Video,5.2,None,R,Action War,91
Sniper 3,http://www.imdb.com/title/tt0408196/,2004 Video,5.3,None,R,Action Drama Thriller,90
Sniper: Reloaded,http://www.imdb.com/title/tt1571243/,2011 Video,5.4,None,R,Action Drama Thriller,91
Sex and the City,http://www.imdb.com/title/tt1000774/,2008,5.6,53,R,Comedy Drama Romance,145
Sex and the City 2,http://www.imdb.com/title/tt1261945/,2010,4.5,27,R,Comedy Drama Romance,146
Girls on Top,http://www.imdb.com/title/tt0258827/,2001,5.3,None,R,Comedy,90
Mädchen Mädchen 2,http://www.imdb.com/title/tt0385891/,2004,4.7,None,None,Comedy Romance,88
Wayne's World,http://www.imdb.com/title/tt0105793/,1992,7,57,PG-13,Comedy Music,94
Wayne's World 2,http://www.imdb.com/title/tt0108525/,1993,6.2,60,PG-13,Comedy Music,95
The French Connection,http://www.imdb.com/title/tt0067116/,1971,7.7,94,R,Action Crime Drama,104
French Connection II,http://www.imdb.com/title/tt0073018/,1975,6.8,68,R,Action Crime Drama,119
The Mask,http://www.imdb.com/title/tt0110475/,1994,6.9,56,PG-13,Action Comedy Crime,101
Son of the Mask,http://www.imdb.com/title/tt0362165/,2005,2.2,20,PG,Comedy Family Fantasy,94
The Pink Panther,http://www.imdb.com/title/tt0383216/,2006,5.7,38,PG,Adventure Comedy Crime,93
The Pink Panther 2,http://www.imdb.com/title/tt0838232/,2009,5.6,36,PG,Action Adventure Comedy,92
The Silence of the Lambs,http://www.imdb.com/title/tt0102926/,1991,8.6,85,R,Crime Drama Thriller,118
Hannibal,http://www.imdb.com/title/tt0212985/,2001,6.8,57,R,Crime Drama Thriller,131
Red Dragon,http://www.imdb.com/title/tt0289765/,2002,7.2,60,R,Crime Drama Thriller,124
Hannibal Rising,http://www.imdb.com/title/tt0367959/,2007,6.2,35,R,Adventure Crime Drama,121
Manhunter,http://www.imdb.com/title/tt0091474/,1986,7.2,75,R,Crime Horror Mystery,120
Land of the Dead,http://www.imdb.com/title/tt0418819/,2005,6.2,71,R,Horror Sci-Fi Thriller,93
A Nightmare on Elm Street,http://www.imdb.com/title/tt0087800/,1984,7.5,76,R,Horror,91
A Nightmare on Elm Street 2: Freddy's Revenge,http://www.imdb.com/title/tt0089686/,1985,5.5,43,R,Horror,87
A Nightmare on Elm Street 3: Dream Warriors,http://www.imdb.com/title/tt0093629/,1987,6.6,49,R,Fantasy Horror,96
A Nightmare on Elm Street 4: The Dream Master,http://www.imdb.com/title/tt0095742/,1988,5.7,56,R,Horror,93
A Nightmare on Elm Street 5: The Dream Child,http://www.imdb.com/title/tt0097981/,1989,5.2,54,R,Fantasy Horror,89
Freddy's Dead: The Final Nightmare,http://www.imdb.com/title/tt0101917/,1991,4.9,39,R,Fantasy Horror,89
Wes Craven's New Nightmare,http://www.imdb.com/title/tt0111686/,1994,6.4,64,R,Fantasy Horror Mystery,112
A Nightmare on Elm Street,http://www.imdb.com/title/tt1179056/,2010,5.2,35,R,Crime Drama Horror,95
Freddy vs. Jason,http://www.imdb.com/title/tt0329101/,2003,5.7,37,R,Action Horror,97
Friday the 13th,http://www.imdb.com/title/tt0080761/,1980,6.5,22,R,Horror Mystery Thriller,95
Friday the 13th Part 2,http://www.imdb.com/title/tt0082418/,1981,6.1,26,R,Horror Mystery Thriller,87
Friday the 13th Part III,http://www.imdb.com/title/tt0083972/,1982,5.7,30,R,Horror Thriller,95
Friday the 13th: The Final Chapter,http://www.imdb.com/title/tt0087298/,1984,6,33,R,Horror Thriller,91
Friday the 13th: A New Beginning,http://www.imdb.com/title/tt0089173/,1985,4.8,16,R,Horror Mystery Thriller,92
Friday the 13th Part VI: Jason Lives,http://www.imdb.com/title/tt0091080/,1986,6,30,R,Horror Thriller,86
Friday the 13th Part VII: The New Blood,http://www.imdb.com/title/tt0095179/,1988,5.3,13,R,Horror Thriller,88
Friday the 13th Part VIII: Jason Takes Manhattan,http://www.imdb.com/title/tt0097388/,1989,4.6,14,R,Adventure Horror Thriller,100
Jason Goes to Hell: The Final Friday,http://www.imdb.com/title/tt0107254/,1993,4.2,17,R,Fantasy Horror Thriller,87
Friday the 13th,http://www.imdb.com/title/tt0758746/,2009,5.5,34,R,Horror Mystery Thriller,97
Pirates of the Caribbean: The Curse of the Black Pearl,http://www.imdb.com/title/tt0325980/,2003,8,63,PG-13,Action Adventure Fantasy,143
Pirates of the Caribbean: Dead Man's Chest,http://www.imdb.com/title/tt0383574/,2006,7.3,53,PG-13,Action Adventure Fantasy,151
Pirates of the Caribbean: At World's End,http://www.imdb.com/title/tt0449088/,2007,7.1,50,PG-13,Action Adventure Fantasy,169
Pirates of the Caribbean: On Stranger Tides,http://www.imdb.com/title/tt1298650/,2011,6.6,45,PG-13,Action Adventure Fantasy,136
Lara Croft: Tomb Raider,http://www.imdb.com/title/tt0146316/,2001,5.8,33,PG-13,Action Adventure Fantasy,100
Lara Croft Tomb Raider: The Cradle of Life,http://www.imdb.com/title/tt0325703/,2003,5.5,43,PG-13,Action Adventure Fantasy,117
The Godfather,http://www.imdb.com/title/tt0068646/,1972,9.2,100,R,Crime Drama,175
The Godfather: Part II,http://www.imdb.com/title/tt0071562/,1974,9,90,R,Crime Drama,202
The Godfather: Part III,http://www.imdb.com/title/tt0099674/,1990,7.6,60,R,Crime Drama,162
Ocean's Eleven,http://www.imdb.com/title/tt0240772/,2001,7.7,74,PG-13,Crime Thriller,116
Ocean's Twelve,http://www.imdb.com/title/tt0349903/,2004,6.5,58,PG-13,Crime Thriller,125
Ocean's Thirteen,http://www.imdb.com/title/tt0496806/,2007,6.9,62,PG-13,Action Crime Thriller,122
Planet of the Apes,http://www.imdb.com/title/tt0063442/,1968,8,79,G,Adventure Sci-Fi,112
Beneath the Planet of the Apes,http://www.imdb.com/title/tt0065462/,1970,6.1,46,G,Action Adventure Sci-Fi,95
Escape from the Planet of the Apes,http://www.imdb.com/title/tt0067065/,1971,6.3,69,G,Action Sci-Fi,98
Conquest of the Planet of the Apes,http://www.imdb.com/title/tt0068408/,1972,6.1,49,PG,Action Sci-Fi,88
Battle for the Planet of the Apes,http://www.imdb.com/title/tt0069768/,1973,5.5,40,G,Action Sci-Fi,93
Arthur and the Invisibles,http://www.imdb.com/title/tt0344854/,2006,6,39,PG,Animation Adventure Comedy,94
Arthur et la vengeance de Maltazard,http://www.imdb.com/title/tt0940657/,2009,5.3,None,PG,Animation Adventure Family,107
Arthur 3: la guerre des deux mondes,http://www.imdb.com/title/tt0940656/,2010,5.5,None,PG,Animation Adventure Family,101
Cheaper by the Dozen,http://www.imdb.com/title/tt0349205/,2003,5.9,46,PG,Comedy Family,98
Cheaper by the Dozen 2,http://www.imdb.com/title/tt0452598/,2005,5.5,34,PG,Adventure Comedy Family,94
Ace Ventura: Pet Detective,http://www.imdb.com/title/tt0109040/,1994,6.9,37,PG-13,Comedy,86
Ace Ventura: When Nature Calls,http://www.imdb.com/title/tt0112281/,1995,6.4,45,PG-13,Adventure Comedy Crime,90
Nanny McPhee,http://www.imdb.com/title/tt0396752/,2005,6.5,59,PG,Comedy Family Fantasy,97
Nanny McPhee Returns,http://www.imdb.com/title/tt1415283/,2010,6.1,52,PG,Comedy Family Fantasy,109
Sharpe's Rifles,http://www.imdb.com/title/tt0108108/,1993 TV Movie,7.8,None,None,Action Adventure History,102
Sharpe's Eagle,http://www.imdb.com/title/tt0108107/,1993 TV Movie,7.9,None,TV-14,Action Adventure History,100
Sharpe's Company,http://www.imdb.com/title/tt0111156/,1994 TV Movie,7.9,None,TV-14,Action Adventure History,100
Sharpe's Enemy,http://www.imdb.com/title/tt0111157/,1994 TV Movie,7.9,None,None,Action Adventure History,90
Sharpe's Honour,http://www.imdb.com/title/tt0111158/,1994 TV Movie,7.7,None,None,Action Adventure History,101
Sharpe's Gold,http://www.imdb.com/title/tt0114417/,1995 TV Movie,7.4,None,TV-14,Action Adventure History,101
Sharpe's Battle,http://www.imdb.com/title/tt0114416/,1995 TV Movie,7.9,None,TV-14,Action Adventure History,100
Sharpe's Sword,http://www.imdb.com/title/tt0114418/,1995 TV Movie,7.9,None,TV-14,Action Adventure History,101
Sharpe's Regiment,http://www.imdb.com/title/tt0117621/,1996 TV Movie,7.9,None,TV-14,Action Adventure History,100
Sharpe's Siege,http://www.imdb.com/title/tt0117622/,1996 TV Movie,8,None,TV-14,Action Adventure History,100
Sharpe's Mission,http://www.imdb.com/title/tt0117620/,1996 TV Movie,7.9,None,TV-14,Action Adventure History,100
Sharpe's Revenge,http://www.imdb.com/title/tt0120110/,1997 TV Movie,7.8,None,TV-14,Action Adventure History,101
Sharpe's Justice,http://www.imdb.com/title/tt0120109/,1997 TV Movie,7.6,None,TV-14,Adventure Drama,100
Sharpe's Waterloo,http://www.imdb.com/title/tt0120111/,1997 TV Movie,8,None,TV-14,Action Adventure History,101
Sharpe's Challenge,http://www.imdb.com/title/tt0480002/,2006 TV Movie,7.5,None,TV-14,Action Adventure History,138
Sharpe's Peril,http://www.imdb.com/title/tt1181849/,2008 TV Movie,7.3,None,None,Action Adventure Drama,102
The Expendables,http://www.imdb.com/title/tt1320253/,2010,6.5,45,R,Action Adventure Thriller,103
The Expendables 2,http://www.imdb.com/title/tt1764651/,2012,6.6,51,R,Action Adventure Thriller,103
G.I. Joe: The Rise of Cobra,http://www.imdb.com/title/tt1046173/,2009,5.8,32,PG-13,Action Adventure Sci-Fi,118
G.I. Joe: Retaliation,http://www.imdb.com/title/tt1583421/,2013,5.8,41,PG-13,Action Adventure Sci-Fi,110
Turbulence,http://www.imdb.com/title/tt0120390/,1997,4.9,None,R,Action Thriller,100
Turbulence 2: Fear of Flying,http://www.imdb.com/title/tt0192701/,1999,4.2,None,R,Action Thriller,101
Turbulence 3: Heavy Metal,http://www.imdb.com/title/tt0251448/,2001 Video,3.6,None,R,Action Music Thriller,98
Universal Soldier,http://www.imdb.com/title/tt0105698/,1992,6,35,R,Action Sci-Fi,102
Universal Soldier: The Return,http://www.imdb.com/title/tt0176269/,1999,4.2,24,R,Action Sci-Fi,83
Universal Soldier: Regeneration,http://www.imdb.com/title/tt1288403/,2009,5.2,70,R,Action Adventure Sci-Fi,97
Universal Soldier: Day of Reckoning,http://www.imdb.com/title/tt1659343/,2012,5,58,R,Action Horror Mystery,114
Dungeons & Dragons,http://www.imdb.com/title/tt0190374/,2000,3.6,14,PG-13,Action Adventure Fantasy,107
Dungeons & Dragons: Wrath of the Dragon God,http://www.imdb.com/title/tt0406728/,2005 TV Movie,4.7,None,Not Rated,Action Adventure Fantasy,105
Dungeons & Dragons: The Book of Vile Darkness,http://www.imdb.com/title/tt1733125/,2012 TV Movie,4.5,None,R,Action Adventure Fantasy,90
The Librarian: Quest for the Spear,http://www.imdb.com/title/tt0412915/,2004 TV Movie,6.3,None,Not Rated,Action Adventure Comedy,92
The Librarian: Return to King Solomon's Mines,http://www.imdb.com/title/tt0455596/,2006 TV Movie,6.3,None,TV-PG,Action Adventure Comedy,92
The Librarian: The Curse of the Judas Chalice,http://www.imdb.com/title/tt1146438/,2008 TV Movie,6.5,None,TV-PG,Action Adventure Comedy,90
Nochnoy dozor,http://www.imdb.com/title/tt0403358/,2004,6.4,58,R,Action Fantasy Horror,114
Dnevnoy dozor,http://www.imdb.com/title/tt0409904/,2006,6.5,59,R,Action Fantasy Horror,132
Elizabeth,http://www.imdb.com/title/tt0127536/,1998,7.4,75,R,Biography Drama History,124
Elizabeth: The Golden Age,http://www.imdb.com/title/tt0414055/,2007,6.8,45,PG-13,Biography Drama History,114
Harry Potter and the Sorcerer's Stone,http://www.imdb.com/title/tt0241527/,2001,7.6,64,PG,Adventure Family Fantasy,152
Harry Potter and the Chamber of Secrets,http://www.imdb.com/title/tt0295297/,2002,7.4,63,PG,Adventure Family Fantasy,161
Harry Potter and the Prisoner of Azkaban,http://www.imdb.com/title/tt0304141/,2004,7.9,82,PG,Adventure Family Fantasy,142
Harry Potter and the Goblet of Fire,http://www.imdb.com/title/tt0330373/,2005,7.7,81,PG-13,Adventure Family Fantasy,157
Harry Potter and the Order of the Phoenix,http://www.imdb.com/title/tt0373889/,2007,7.5,71,PG-13,Action Adventure Family,138
Harry Potter and the Half-Blood Prince,http://www.imdb.com/title/tt0417741/,2009,7.6,78,PG,Action Adventure Family,153
Harry Potter and the Deathly Hallows: Part 1,http://www.imdb.com/title/tt0926084/,2010,7.7,65,PG-13,Adventure Family Fantasy,146
Harry Potter and the Deathly Hallows: Part 2,http://www.imdb.com/title/tt1201607/,2011,8.1,85,PG-13,Adventure Drama Fantasy,130
28 Days Later...,http://www.imdb.com/title/tt0289043/,2002,7.6,73,R,Drama Horror Sci-Fi,113
28 Weeks Later,http://www.imdb.com/title/tt0463854/,2007,7,78,R,Horror Sci-Fi,100
The Da Vinci Code,http://www.imdb.com/title/tt0382625/,2006,6.6,46,PG-13,Mystery Thriller,149
Angels & Demons,http://www.imdb.com/title/tt0808151/,2009,6.7,48,PG-13,Action Mystery Thriller,138
The Boondock Saints,http://www.imdb.com/title/tt0144117/,1999,7.8,44,R,Action Crime Thriller,108
The Boondock Saints II: All Saints Day,http://www.imdb.com/title/tt1300851/,2009,6.3,24,R,Action Crime Thriller,118
Dirty Dancing,http://www.imdb.com/title/tt0092890/,1987,7,65,PG-13,Drama Music Romance,100
Dirty Dancing: Havana Nights,http://www.imdb.com/title/tt0338096/,2004,6,39,PG-13,Drama Music Romance,86
Donnie Darko,http://www.imdb.com/title/tt0246578/,2001,8,88,R,Drama Mystery Sci-Fi,113
S. Darko,http://www.imdb.com/title/tt1231277/,2009,3.6,None,R,Drama Mystery Sci-Fi,103
Love Comes Softly,http://www.imdb.com/title/tt0345591/,2003 TV Movie,7.3,None,TV-PG,Drama Family Romance,84
Love's Enduring Promise,http://www.imdb.com/title/tt0402348/,2004 TV Movie,7.1,None,TV-PG,Drama Family Western,120
Love's Long Journey,http://www.imdb.com/title/tt0486420/,2005 TV Movie,7.3,None,None,Drama Family Western,120
Love's Abiding Joy,http://www.imdb.com/title/tt0785025/,2006,7,None,PG,Drama Family Western,87
Love's Unending Legacy,http://www.imdb.com/title/tt0929864/,2007 TV Movie,7,None,None,Drama Family Romance,90
Love's Unfolding Dream,http://www.imdb.com/title/tt0960143/,2007 TV Movie,7.1,None,TV-PG,Drama Family Western,90
Ghost Rider,http://www.imdb.com/title/tt0259324/,2007,5.2,35,PG-13,Action Fantasy Thriller,110
Ghost Rider: Spirit of Vengeance,http://www.imdb.com/title/tt1071875/,2011,4.3,34,PG-13,Action Fantasy Thriller,96
The Exorcist,http://www.imdb.com/title/tt0070047/,1973,8,81,R,Horror,122
Exorcist II: The Heretic,http://www.imdb.com/title/tt0076009/,1977,3.8,39,R,Horror,117
The Exorcist III,http://www.imdb.com/title/tt0099528/,1990,6.4,48,R,Drama Horror Mystery,110
Exorcist: The Beginning,http://www.imdb.com/title/tt0204313/,2004,5.2,30,R,Horror Mystery Thriller,114
Dominion,http://www.imdb.com/title/tt0449086/,2005,5.2,55,R,Drama Horror Thriller,117
The Last Exorcism,http://www.imdb.com/title/tt1320244/,2010,5.6,63,PG-13,Horror Mystery Thriller,87
The X Files,http://www.imdb.com/title/tt0120902/,1998,7,60,PG-13,Drama Mystery Sci-Fi,121
The X Files: I Want to Believe,http://www.imdb.com/title/tt0443701/,2008,5.9,47,PG-13,Crime Drama Horror,104
The Crimson Rivers,http://www.imdb.com/title/tt0228786/,2000,6.9,49,R,Crime Horror Mystery,106
Les rivières pourpres 2 - Les anges de l'apocalypse,http://www.imdb.com/title/tt0337103/,2004,6,None,R,Action Crime Horror,97
Les visiteurs,http://www.imdb.com/title/tt0108500/,1993,7.1,None,R,Comedy Fantasy,107
